AC	ID	Organism	OrganismId	#Localizations_exp	#Localizations_nonExp	Localization
Q58965	Y1570_METJA	Methanocaldococcus jannaschii           	243232	0	1	Cell membrane; Multi-pass membrane protein (Potential).
Q58966	Y1571_METJA	Methanocaldococcus jannaschii           	243232	0	1	Cell membrane; Multi-pass membrane protein (Potential).
O59276	Y1571_PYRHO	Pyrococcus horikoshii                   	70601	0	1	Cell membrane; Multi-pass membrane protein (Potential).
Q58967	Y1572_METJA	Methanocaldococcus jannaschii           	243232	0	1	Cell membrane; Peripheral membrane protein (By similarity).
O28699	Y1573_ARCFU	Archaeoglobus fulgidus                  	224325	0	1	Membrane; Single-pass membrane protein (Potential).
O28695	Y1577_ARCFU	Archaeoglobus fulgidus                  	224325	0	1	Cell membrane; Multi-pass membrane protein (Potential).
Q58972	Y1577_METJA	Methanocaldococcus jannaschii           	243232	0	1	Cell membrane; Multi-pass membrane protein (Potential).
O28694	Y1578_ARCFU	Archaeoglobus fulgidus                  	224325	0	1	Cell membrane; Multi-pass membrane protein (Potential).
O28693	Y1579_ARCFU	Archaeoglobus fulgidus                  	224325	0	1	Cell membrane; Multi-pass membrane protein (Potential).
Q58975	Y1580_METJA	Methanocaldococcus jannaschii           	243232	0	1	Cell membrane; Multi-pass membrane protein (Potential).
O28690	Y1582_ARCFU	Archaeoglobus fulgidus                  	224325	0	1	Cell membrane; Multi-pass membrane protein (Potential).
O28688	Y1584_ARCFU	Archaeoglobus fulgidus                  	224325	0	1	Cell membrane; Multi-pass membrane protein (Potential).
Q58983	Y1588_METJA	Methanocaldococcus jannaschii           	243232	0	1	Membrane; Single-pass membrane protein (Potential).
Q58984	Y1589_METJA	Methanocaldococcus jannaschii           	243232	0	1	Cell membrane; Multi-pass membrane protein (Potential).
Q58985	Y1590_METJA	Methanocaldococcus jannaschii           	243232	0	1	Cell membrane; Multi-pass membrane protein (Potential).
Q58990	Y1595_METJA	Methanocaldococcus jannaschii           	243232	0	1	Cell membrane; Multi-pass membrane protein (Potential).
O28675	Y1597_ARCFU	Archaeoglobus fulgidus                  	224325	0	1	Membrane; Single-pass membrane protein (Potential).
O28674	Y1598_ARCFU	Archaeoglobus fulgidus                  	224325	0	1	Cell membrane; Multi-pass membrane protein (Potential).
Q58995	Y1600_METJA	Methanocaldococcus jannaschii           	243232	0	1	Cell membrane; Multi-pass membrane protein (Potential).
O28656	Y1617_ARCFU	Archaeoglobus fulgidus                  	224325	0	1	Membrane; Single-pass membrane protein (Potential).
Q59012	Y1617_METJA	Methanocaldococcus jannaschii           	243232	0	1	Cell membrane; Multi-pass membrane protein (Potential).
O28655	Y1618_ARCFU	Archaeoglobus fulgidus                  	224325	0	1	Cell membrane; Multi-pass membrane protein (Potential).
O28652	Y1621_ARCFU	Archaeoglobus fulgidus                  	224325	0	1	Cell membrane; Multi-pass membrane protein (Potential).
Q59016	Y1621_METJA	Methanocaldococcus jannaschii           	243232	0	1	Cell membrane; Multi-pass membrane protein (Potential).
Q9UY86	Y1622_PYRAB	Pyrococcus abyssi                       	272844	0	1	Cell membrane; Multi-pass membrane protein (Potential).
B6YUC9	Y1624_THEON	Thermococcus onnurineus                 	523850	0	1	Cell membrane; Multi-pass membrane protein (Potential).
Q9HPH7	Y1631_HALSA	Halobacterium salinarum                 	64091	0	1	Cell membrane; Peripheral membrane protein (By similarity).
O28640	Y1633_ARCFU	Archaeoglobus fulgidus                  	224325	0	1	Cell membrane; Multi-pass membrane protein (Potential).
A2BN92	Y1639_HYPBU	Hyperthermus butylicus                  	415426	0	1	Cell membrane; Multi-pass membrane protein (Potential).
O30074	Y163_ARCFU 	Archaeoglobus fulgidus                  	224325	0	1	Cell membrane; Multi-pass membrane protein (Potential).
Q57627	Y163_METJA 	Methanocaldococcus jannaschii           	243232	0	1	Membrane; Single-pass membrane protein (Potential).
Q59038	Y1644_METJA	Methanocaldococcus jannaschii           	243232	0	1	Cell membrane; Multi-pass membrane protein (Potential).
Q59043	Y1649_METJA	Methanocaldococcus jannaschii           	243232	0	1	Cytoplasm (Potential).
Q46BZ6	Y1652_METBF	Methanosarcina barkeri                  	269797	0	1	Cytoplasm (Potential).
Q59047	Y1653_METJA	Methanocaldococcus jannaschii           	243232	0	1	Cytoplasm (Potential).
O28619	Y1654_ARCFU	Archaeoglobus fulgidus                  	224325	0	1	Cell membrane; Multi-pass membrane protein (Potential).
Q57629	Y165_METJA 	Methanocaldococcus jannaschii           	243232	0	1	Cell membrane; Multi-pass membrane protein (Potential).
Q59071	Y1677_METJA	Methanocaldococcus jannaschii           	243232	0	1	Cell membrane; Multi-pass membrane protein (Potential).
Q6LWM4	Y1685_METMP	Methanococcus maripaludis               	267377	0	1	Membrane; Single-pass membrane protein (Potential).
Q8U0A4	Y1695_PYRFU	Pyrococcus furiosus                     	186497	0	1	Cell membrane; Lipid-anchor (Potential).
Q6LWL1	Y1698_METMP	Methanococcus maripaludis               	267377	0	1	Cell membrane; Multi-pass membrane protein (Potential).
O27741	Y1706_METTH	Methanothermobacter thermautotrophicus  	187420	0	1	Cell membrane; Multi-pass membrane protein (Potential).
A4G0M1	Y1708_METM5	Methanococcus maripaludis               	402880	0	1	Cell membrane; Multi-pass membrane protein (Potential).
O59403	Y1714_PYRHO	Pyrococcus horikoshii                   	70601	0	1	Cell membrane; Lipid-anchor (Potential).
Q9UXZ1	Y1716_PYRAB	Pyrococcus abyssi                       	272844	0	1	Cytoplasm (Potential).
O30065	Y172_ARCFU 	Archaeoglobus fulgidus                  	224325	0	1	Cell membrane; Multi-pass membrane protein (Potential).
O28534	Y1740_ARCFU	Archaeoglobus fulgidus                  	224325	0	1	Cell membrane; Multi-pass membrane protein (Potential).
Q8TQ05	Y1747_METAC	Methanosarcina acetivorans              	188937	0	1	Cell membrane; Peripheral membrane protein (By similarity).
O28519	Y1755_ARCFU	Archaeoglobus fulgidus                  	224325	0	1	Cell membrane; Multi-pass membrane protein (Potential).
O28517	Y1757_ARCFU	Archaeoglobus fulgidus                  	224325	0	1	Cell membrane; Multi-pass membrane protein (Potential).
O28482	Y1792_ARCFU	Archaeoglobus fulgidus                  	224325	0	1	Cell membrane; Multi-pass membrane protein (Potential).
O28476	Y1798_ARCFU	Archaeoglobus fulgidus                  	224325	0	1	Cell membrane; Multi-pass membrane protein (Potential).
O28474	Y1800_ARCFU	Archaeoglobus fulgidus                  	224325	0	1	Cell membrane; Multi-pass membrane protein (Potential).
O59479	Y1815_PYRHO	Pyrococcus horikoshii                   	70601	0	1	Cell membrane; Peripheral membrane protein (By similarity).
O28452	Y1823_ARCFU	Archaeoglobus fulgidus                  	224325	0	1	Cell membrane; Multi-pass membrane protein (Potential).
Q8TYV9	Y182_METKA 	Methanopyrus kandleri                   	190192	0	1	Cell membrane; Peripheral membrane protein (By similarity).
O28437	Y1841_ARCFU	Archaeoglobus fulgidus                  	224325	0	1	Cell membrane; Peripheral membrane protein (By similarity).
Q57643	Y184_METJA 	Methanocaldococcus jannaschii           	243232	0	1	Cell membrane; Multi-pass membrane protein (Potential).
Q57644	Y185_METJA 	Methanocaldococcus jannaschii           	243232	0	1	Membrane; Single-pass membrane protein (Potential).
Q97CB5	Y187_THEVO 	Thermoplasma volcanium                  	273116	0	1	Cell membrane; Multi-pass membrane protein (Potential).
Q97X60	Y1893_SULSO	Sulfolobus solfataricus                 	273057	0	1	Cell membrane; Peripheral membrane protein (By similarity).
O30049	Y189_ARCFU 	Archaeoglobus fulgidus                  	224325	0	1	Membrane; Single-pass membrane protein (Potential).
Q8PVQ2	Y1910_METMA	Methanosarcina mazei                    	192952	0	1	Cytoplasm (Potential).
C5A216	Y1933_THEGJ	Thermococcus gammatolerans              	593117	0	1	Cytoplasm (Potential).
O59604	Y1941_PYRHO	Pyrococcus horikoshii                   	70601	0	1	Cytoplasm (Potential).
O28330	Y1949_ARCFU	Archaeoglobus fulgidus                  	224325	0	1	Cell membrane; Multi-pass membrane protein (Potential).
O57713	Y1989_PYRHO	Pyrococcus horikoshii                   	70601	0	1	Cell membrane; Multi-pass membrane protein (Potential).
O28288	Y1991_ARCFU	Archaeoglobus fulgidus                  	224325	0	1	Cell membrane; Multi-pass membrane protein (Potential).
Q8PVG9	Y1996_METMA	Methanosarcina mazei                    	192952	0	1	Cell membrane; Peripheral membrane protein (By similarity).
O28280	Y1999_ARCFU	Archaeoglobus fulgidus                  	224325	0	1	Cell membrane; Multi-pass membrane protein (Potential).
O57781	Y2001_PYRHO	Pyrococcus horikoshii                   	70601	0	1	Cell membrane; Multi-pass membrane protein (Potential).
Q9V274	Y200_PYRAB 	Pyrococcus abyssi                       	272844	0	1	Cell membrane; Multi-pass membrane protein (Potential).
O28269	Y2010_ARCFU	Archaeoglobus fulgidus                  	224325	0	1	Membrane; Single-pass membrane protein (Potential).
O28254	Y2025_ARCFU	Archaeoglobus fulgidus                  	224325	0	1	Cell membrane; Multi-pass membrane protein (Potential).
O28251	Y2028_ARCFU	Archaeoglobus fulgidus                  	224325	0	1	Cell membrane; Multi-pass membrane protein (Potential).
Q97WT4	Y2030_SULSO	Sulfolobus solfataricus                 	273057	0	1	Cell membrane; Peripheral membrane protein (By similarity).
O28238	Y2041_ARCFU	Archaeoglobus fulgidus                  	224325	0	1	Cell membrane; Multi-pass membrane protein (Potential).
O28231	Y2048_ARCFU	Archaeoglobus fulgidus                  	224325	0	1	Membrane; Single-pass membrane protein (Potential).
O28221	Y2058_ARCFU	Archaeoglobus fulgidus                  	224325	0	1	Cell membrane; Multi-pass membrane protein (Potential).
Q5JHX4	Y2061_THEKO	Thermococcus kodakaraensis              	69014	0	1	Cell membrane; Multi-pass membrane protein (Potential).
A3MXY4	Y2086_PYRCJ	Pyrobaculum calidifontis                	410359	0	1	Cell membrane; Multi-pass membrane protein (Potential).
Q980R9	Y209_SULSO 	Sulfolobus solfataricus                 	273057	0	1	Cytoplasm (Potential).
O28178	Y2102_ARCFU	Archaeoglobus fulgidus                  	224325	0	1	Cell membrane; Multi-pass membrane protein (Potential).
O28169	Y2111_ARCFU	Archaeoglobus fulgidus                  	224325	0	1	Cell membrane; Multi-pass membrane protein (Potential).
O28166	Y2114_ARCFU	Archaeoglobus fulgidus                  	224325	0	1	Membrane; Single-pass membrane protein (Potential).
Q9HNG1	Y2119_HALSA	Halobacterium salinarum                 	64091	0	1	Cell membrane; Multi-pass membrane protein (Potential).
Q5JEX0	Y2119_THEKO	Thermococcus kodakaraensis              	69014	0	1	Cell membrane; Multi-pass membrane protein (Potential).
O28158	Y2122_ARCFU	Archaeoglobus fulgidus                  	224325	0	1	Cell membrane; Multi-pass membrane protein (Potential).
O28156	Y2124_ARCFU	Archaeoglobus fulgidus                  	224325	0	1	Cell membrane; Multi-pass membrane protein (Potential).
C5A2X0	Y2129_THEGJ	Thermococcus gammatolerans              	593117	0	1	Cell membrane; Multi-pass membrane protein (Potential).
O28150	Y2130_ARCFU	Archaeoglobus fulgidus                  	224325	0	1	Cell membrane; Multi-pass membrane protein (Potential).
O28149	Y2131_ARCFU	Archaeoglobus fulgidus                  	224325	0	1	Cell membrane; Multi-pass membrane protein (Potential).
O28148	Y2132_ARCFU	Archaeoglobus fulgidus                  	224325	0	1	Cell membrane; Multi-pass membrane protein (Potential).
O28147	Y2133_ARCFU	Archaeoglobus fulgidus                  	224325	0	1	Cell membrane; Multi-pass membrane protein (Potential).
O57953	Y214_PYRHO 	Pyrococcus horikoshii                   	70601	0	1	Cell membrane; Multi-pass membrane protein (Potential).
O28124	Y2158_ARCFU	Archaeoglobus fulgidus                  	224325	0	1	Cell membrane; Multi-pass membrane protein (Potential).
O26317	Y215_METTH 	Methanothermobacter thermautotrophicus  	187420	0	1	Cell membrane; Multi-pass membrane protein (Potential).
O28122	Y2160_ARCFU	Archaeoglobus fulgidus                  	224325	0	1	Cell membrane; Multi-pass membrane protein (Potential).
O28118	Y2164_ARCFU	Archaeoglobus fulgidus                  	224325	0	1	Cell membrane; Multi-pass membrane protein (Potential).
O28116	Y2166_ARCFU	Archaeoglobus fulgidus                  	224325	0	1	Cell membrane; Multi-pass membrane protein (Potential).
Q8U476	Y216_PYRFU 	Pyrococcus furiosus                     	186497	0	1	Cytoplasm (Potential).
O28100	Y2183_ARCFU	Archaeoglobus fulgidus                  	224325	0	1	Membrane; Single-pass membrane protein (Potential).
O28092	Y2191_ARCFU	Archaeoglobus fulgidus                  	224325	0	1	Membrane; Single-pass membrane protein (Potential).
P81232	Y21B_METJA 	Methanocaldococcus jannaschii           	243232	0	1	Cell membrane; Multi-pass membrane protein (Potential).
O28078	Y2205_ARCFU	Archaeoglobus fulgidus                  	224325	0	1	Membrane; Single-pass membrane protein (Potential).
O28069	Y2214_ARCFU	Archaeoglobus fulgidus                  	224325	0	1	Cell membrane; Multi-pass membrane protein (Potential).
C7NWW8	Y2215_HALMD	Halomicrobium mukohataei                	485914	0	1	Cell membrane; Lipid-anchor (Potential).
Q12TZ6	Y2216_METBU	Methanococcoides burtonii               	259564	0	1	Cell membrane; Multi-pass membrane protein (Potential).
O28052	Y2231_ARCFU	Archaeoglobus fulgidus                  	224325	0	1	Cell membrane; Multi-pass membrane protein (Potential).
O28047	Y2236_ARCFU	Archaeoglobus fulgidus                  	224325	0	1	Cell membrane; Multi-pass membrane protein (Potential).
O28044	Y2239_ARCFU	Archaeoglobus fulgidus                  	224325	0	1	Cell membrane; Multi-pass membrane protein (Potential).
Q0W6Q1	Y2243_UNCMA	Uncultured methanogenic archaeon RC-I.  	351160	0	1	Cell membrane; Multi-pass membrane protein (Potential).
Q12TU6	Y2269_METBU	Methanococcoides burtonii               	259564	0	1	Cytoplasm (Potential).
O27993	Y2291_ARCFU	Archaeoglobus fulgidus                  	224325	0	1	Cell membrane; Multi-pass membrane protein (Potential).
P81304	Y22A_METJA 	Methanocaldococcus jannaschii           	243232	0	1	Cell membrane; Multi-pass membrane protein (Potential).
P81305	Y22B_METJA 	Methanocaldococcus jannaschii           	243232	0	1	Cell membrane; Multi-pass membrane protein (Potential).
Q57683	Y230_METJA 	Methanocaldococcus jannaschii           	243232	0	1	Membrane; Single-pass membrane protein (Potential).
A4WN93	Y2316_PYRAR	Pyrobaculum arsenaticum                 	340102	0	1	Cell membrane; Multi-pass membrane protein (Potential).
Q9HMZ4	Y2317_HALSA	Halobacterium salinarum                 	64091	0	1	Cell membrane; Peripheral membrane protein (By similarity).
Q57685	Y233_METJA 	Methanocaldococcus jannaschii           	243232	0	1	Cell membrane; Multi-pass membrane protein (Potential).
O30318	Y2352_ARCFU	Archaeoglobus fulgidus                  	224325	0	1	Cell membrane; Multi-pass membrane protein (Potential).
B8GEE2	Y2361_METPE	Methanosphaerula palustris              	521011	0	1	Cell membrane; Multi-pass membrane protein (Potential).
O30003	Y236_ARCFU 	Archaeoglobus fulgidus                  	224325	0	1	Membrane; Single-pass membrane protein (Potential).
Q8PUE7	Y2387_METMA	Methanosarcina mazei                    	192952	0	1	Cell membrane; Peripheral membrane protein (By similarity).
O30278	Y2393_ARCFU	Archaeoglobus fulgidus                  	224325	0	1	Cell membrane; Multi-pass membrane protein (Potential).
O30270	Y2401_ARCFU	Archaeoglobus fulgidus                  	224325	0	1	Cell membrane; Multi-pass membrane protein (Potential).
O30248	Y2423_ARCFU	Archaeoglobus fulgidus                  	224325	0	1	Cell membrane; Multi-pass membrane protein (Potential).
Q5UZJ2	Y2507_HALMA	Haloarcula marismortui                  	272569	0	1	Cell membrane; Multi-pass membrane protein (Potential).
O29981	Y258_ARCFU 	Archaeoglobus fulgidus                  	224325	0	1	Cell membrane; Multi-pass membrane protein (Potential).
Q976C3	Y258_SULTO 	Sulfolobus tokodaii                     	273063	0	1	Cytoplasm (Potential).
Q57708	Y260_METJA 	Methanocaldococcus jannaschii           	243232	0	1	Membrane; Single-pass membrane protein (Potential).
O29973	Y266_ARCFU 	Archaeoglobus fulgidus                  	224325	0	1	Cell membrane; Multi-pass membrane protein (Probable).
O29972	Y267_ARCFU 	Archaeoglobus fulgidus                  	224325	0	1	Cell membrane; Multi-pass membrane protein (Potential).
